cp,ltp,percentageChange,pointChange,securityId,securityName,symbol,fetched_at,date,source_endpoint
444.43,444.43,-2.69,-12.29,9203,Manakamana Engineering Hydropower Limited,MEHL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
884.89,884.89,-2.66,-24.21,9233,Nepal Warehousing Company Limited ,NWCL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
689.88,689.88,-2.64,-18.74,2748,RSDC Laghubitta Bittiya Sanstha Ltd.,RSDC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
510.0,510.0,-2.64,-13.84,244,Shree Investment Finance Co. Ltd.,SIFC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
280.39,280.39,-2.64,-7.61,2919,Nepal Infrastructure Bank Limited,NIFRA,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
448.65,448.65,-2.63,-12.1,474,Muktinath Bikas Bank Ltd.,MNBBL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
567.79,567.79,-2.61,-15.23,8121,Sayapatri Hydropower Limited,SPHL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
472.56,472.56,-2.61,-12.64,587,Reliance Finance Ltd.,RLFL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1584.81,1584.81,-2.53,-41.09,8018,Manushi Laghubitta Bittiya Sanstha Limited,MLBS,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1552.5,1552.5,-2.47,-39.25,8041,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,NESDO,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
491.53,491.53,-2.46,-12.4,9193,Ghorahi Cement Industry Limited,GCIL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
678.52,678.52,-2.44,-16.97,396,Nerude Mirmire Laghubitta Bittiya Sanstha Limited,NMLBBL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1689.84,1689.84,-2.43,-42.05,2881,Nepal Reinsurance Company Limited,NRIC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1035.18,1035.18,-2.42,-25.62,618,Laxmi Laghubitta Bittiya Sanstha Ltd.,LLBS,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
562.37,562.37,-2.42,-13.93,591,Sanima Mai Hydropower Ltd.,SHPC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
917.76,917.76,-2.4,-22.54,9258,Pure Energy Limited,PURE,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
430.93,430.93,-2.4,-10.61,473,Shine Resunga Development Bank Ltd.,SHINE,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
490.37,490.37,-2.37,-11.91,385,Asian Life Insurance Co. Limited,ALICL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
245.64,245.64,-2.37,-5.97,610,Ridi Power Company Limited,RIDI,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
625.45,625.45,-2.36,-15.12,371,Miteri Development Bank Limited,MDB,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
592.49,592.49,-2.36,-14.34,9166,Makar Jitumaya Suri Hydropower Limited,MAKAR,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
315.29,315.29,-2.36,-7.63,8031,Madhya Bhotekoshi Jalavidyut Company Limited,MBJC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
713.53,713.53,-2.35,-17.15,9171,Bhugol Energy Development Company Limited,BEDC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
670.46,670.46,-2.33,-15.96,273,ICFC Finance Limited,ICFC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
453.62,453.62,-2.33,-10.83,9216,Sonapur Minerals And Oil Limited,SONA,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
287.56,287.56,-2.33,-6.85,2742,Hydorelectricity Investment and Development Company Ltd,HIDCL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
806.31,806.31,-2.32,-19.14,687,Vijaya laghubitta Bittiya Sanstha Ltd.,VLBS,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
2845.51,2845.51,-2.31,-67.43,4965,Samaj Laghubittya Bittiya Sanstha Limited,SAMAJ,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
832.5,832.5,-2.3,-19.63,153,Butwal Power Company Limited,BPCL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
601.56,601.56,-2.29,-14.09,178,National Life Insurance Co. Ltd.,NLICL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
291.63,291.63,-2.29,-6.84,360,Arun Valley Hydropower Development Co. Ltd.,AHPC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
506.82,506.82,-2.28,-11.83,245,Central Finance Co. Ltd.,CFCL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
520.71,520.71,-2.26,-12.02,8025,Samling Power Company Limited,SPC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
503.0,503.0,-2.26,-11.63,2915,Prabhu Mahalaxmi Life Insurance Limited,PMLI,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
892.68,892.68,-2.25,-20.58,166,Deprosc Laghubitta Bittiya Sanstha Limited,DDBL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
563.72,563.72,-2.24,-12.92,2908,Sanima GIC Insurance Limited,SGIC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
2113.41,2113.41,-2.19,-47.38,9140,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
401.55,401.55,-2.19,-9.01,236,Pokhara Finance Ltd.,PFL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
492.55,492.55,-2.18,-10.99,227,Best Finance Company Ltd.,BFC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1032.21,1032.21,-2.17,-22.87,9234,Himalayan Reinsurance Limited,HRL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
869.92,869.92,-2.17,-19.28,9262,Trade Tower Limited,TTL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
521.11,521.11,-2.16,-11.5,8102,Mandakini Hydropower Limited,MHL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
391.52,391.52,-2.13,-8.51,2810,UNIVERSAL POWER COMPANY LTD,UPCL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
2584.49,2584.49,-2.12,-55.91,3946,CEDB Holdings Limited,CHDC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1135.04,1135.04,-2.12,-24.57,2758,Forward Microfinance Laghubitta Bittiya Sanstha Limited,FOWAD,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1298.98,1298.98,-2.11,-28.02,705,Global IME Laghubitta Bittiya Sanstha Ltd.,GILB,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
683.51,683.51,-2.11,-14.75,516,Manjushree Finance Ltd.,MFIL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
696.08,696.08,-2.1,-14.94,9263,Sanvi Energy Limited,SANVI,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
476.89,476.89,-2.09,-10.19,263,Guheshowori Merchant Bank & Finance Co. Ltd.,GMFIL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
406.49,406.49,-2.09,-8.66,393,Himalayan Life Insurance Limited,HLI,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
255.1,255.1,-2.09,-5.44,357,Prime Commercial Bank Ltd.,PCBL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
456.21,456.21,-2.08,-9.67,256,Samriddhi Finance Company Limited,SFCL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
298.83,298.83,-2.08,-6.35,9179,Modi Energy Limited,MEL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
47980.8,47980.8,-2.0,-979.2,219,Unilever Nepal Limited,UNL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
16082.0,16082.0,-2.0,-328.0,195,Bottlers Nepal (Balaju) Limited,BNL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
920.13,920.13,-1.99,-18.71,574,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,SKBBL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1088.0,1088.0,-1.98,-21.99,4969,Muktinath Debenture 2084/85,MND84/85,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1095.0,1095.0,-1.97,-22.0,8004,Global IME Bank Limited Debenture 2086/87,GBILD86/87,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
575.63,575.63,-1.97,-11.57,2787,Kalika power Company Ltd,KPCL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1076.0,1076.0,-1.96,-21.5,8110,10.25% Nepal SBI Bank Debenture 2083,SBID83,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
207.22,207.22,-1.96,-4.15,152,National Hydro Power Company Limited,NHPC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
403.71,403.71,-1.92,-7.89,2743,Ngadi Group Power Ltd.,NGPL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
491.14,491.14,-1.91,-9.58,338,Progressive Finance Limited,PROFL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
479.95,479.95,-1.9,-9.28,9199,Reliable Nepal Life Insurance Limited,RNLI,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
681.75,681.75,-1.89,-13.16,194,Nepal Finance Ltd.,NFS,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
299.62,299.62,-1.89,-5.76,2842,SANJEN JALAVIDHYUT COMPANY LIMITED,SJCL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1433.49,1433.49,-1.88,-27.49,8123,Dhaulagiri Laghubitta Bittiya Sanstha Limited,DLBS,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
468.03,468.03,-1.88,-8.96,250,Janaki Finance Company Limited,JFL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
2134.16,2134.16,-1.87,-40.57,2898,NRN Infrastructure and Development Limited,NRN,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
8.92,8.92,-1.87,-0.17,2863,NIC Asia Balanced Fund,NICBF,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
357.29,357.29,-1.86,-6.79,686,Barun Hydropower Co. Ltd.,BARUN,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
298.26,298.26,-1.86,-5.64,8108,Rapti Hydro And General Construction Limited,RHGCL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
235.77,235.77,-1.85,-4.44,2806,Ghalemdi Hydro Limited,GHL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
572.17,572.17,-1.84,-10.74,9159,Sagarmatha Jalabidhyut Company Limited,SMJC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
776.51,776.51,-1.83,-14.51,583,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,GBLBS,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
761.34,761.34,-1.83,-14.22,2776,Radhi Bidyut Company Ltd,RADHI,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1288.77,1288.77,-1.82,-23.84,2746,National Laghubitta Bittiya Sanstha Limited,NMFBS,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
200.22,200.22,-1.82,-3.71,142,Kumari Bank Limited,KBL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
204.08,204.08,-1.81,-3.77,2788,Ankhu Khola Jalvidhyut Company Ltd,AKJCL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
2181.9,2181.9,-1.79,-39.66,2826,Gurans Laghubitta Bittiya Sanstha Limited,GLBSL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
421.53,421.53,-1.76,-7.57,8026,Nyadi Hydropower Limited,NYADI,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1750.0,1750.0,-1.75,-31.11,2829,Swabhimaan Laghubitta Bittiya Sanstha Limited,SMFBS,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1016.09,1016.09,-1.73,-17.88,8117,Aviyan Laghubitta Bittiya Sanstha Limited,AVYAN,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
789.1,789.1,-1.73,-13.93,163,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,NUBL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
438.58,438.58,-1.73,-7.72,9149,Maya Khola Hydropower Company Limited,MKHC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1244.75,1244.75,-1.7,-21.55,2832,Infinity Laghubitta Bittiya Sanstha Limited,ILBS,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
701.85,701.85,-1.7,-12.15,704,NMB  Microfinance Bittiya Sanstha Ltd.,NMBMF,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
967.46,967.46,-1.68,-16.53,545,Swarojgar Laghubitta Bittiya Sanstha Ltd.,SLBBL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
649.43,649.43,-1.68,-11.11,8021,Sahas Urja Limited,SAHAS,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1612.67,1612.67,-1.66,-27.26,2815,Ganapati Laghubitta Bittiya Sanstha Limited,GMFBS,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
437.03,437.03,-1.66,-7.36,403,SuryaJyoti Life Insurance Company Limited,SJLIC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1200.0,1200.0,-1.64,-20.0,8127,11% KBL Debenture 2089,KBLD89,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
566.22,566.22,-1.64,-9.42,8075,Bindhyabasini Hydropower Development Company Limited,BHDC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
303.3,303.3,-1.64,-5.05,2841,RASUWAGADHI HYDROPOWER COMPANY LIMITED,RHPL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
771.2,771.2,-1.63,-12.8,9135,Barahi Hydropower Public Limited,BHPL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
523.43,523.43,-1.63,-8.68,9175,Menchhiyam Hydropower Limited,MCHL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
473.22,473.22,-1.62,-7.78,9209,Citizen Life Insurance Company Limited,CLI,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
372.49,372.49,-1.62,-6.12,8076,Himalayan Hydropower Limited,HHL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
561.95,561.95,-1.61,-9.2,147,Soaltee Hotel Limited,SHL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
596.53,596.53,-1.59,-9.62,8099,Upper Hewakhola Hydropower Company Limited,UHEWA,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
896.91,896.91,-1.57,-14.26,9148,Super Mai Hydropower Limited,SMH,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
209.83,209.83,-1.57,-3.35,132,Nepal Investment Mega Bank Limited,NIMB,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
960.0,960.0,-1.56,-15.25,148,Taragaon Regency Hotel Limited,TRH,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
10.14,10.14,-1.55,-0.16,2862,CITIZENS MUTUAL FUND 2,CMF2,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
869.06,869.06,-1.53,-13.47,268,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
752.39,752.39,-1.52,-11.61,561,Sindhu Bikash Bank Ltd,SINDU,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
625.14,625.14,-1.52,-9.66,2809,SHIVAM CEMENTS LTD,SHIVM,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
354.55,354.55,-1.51,-5.43,8022,Terhathum Power Company Limited,TPC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
486.34,486.34,-1.49,-7.34,9208,Upper Lohore Khola Hydropower Company Limited,ULHC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
268.24,268.24,-1.48,-4.04,2924,GreenLife Hydropower Limited,GLH,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
237.78,237.78,-1.48,-3.57,2824,Himalaya Urja Bikas Company Limited,HURJA,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
510.16,510.16,-1.47,-7.62,154,Chilime Hydropower Company Limited,CHCL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
314.18,314.18,-1.46,-4.66,2754,Dibyashwori Hydropower Ltd.,DHPL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
433.32,433.32,-1.45,-6.36,417,Garima Bikas Bank Limited,GBBL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1419.3,1419.3,-1.44,-20.73,235,Himalayan Distillery Limited,HDL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
902.48,902.48,-1.44,-13.23,9215,Mid Solu Hydropower Limited,MSHL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
251.62,251.62,-1.44,-3.67,341,Global IME Bank Limited,GBIME,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1890.61,1890.61,-1.43,-27.45,8132,Shrijanshil Laghubitta Bittiya Sanstha Limited,SHLB,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
524.41,524.41,-1.4,-7.42,180,United Ajod Insurance Limited,UAIL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1078.55,1078.55,-1.39,-15.23,2790,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,ACLBSL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
912.66,912.66,-1.39,-12.84,9146,Super Madi Hydropower Limited,SMHL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
294.75,294.75,-1.39,-4.14,697,Api Power Company Ltd.,API,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
601.71,601.71,-1.38,-8.41,2914,United IDI Mardi RB Hydropower Limited.,UMRH,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
2140.2,2140.2,-1.37,-29.8,2781,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
674.93,674.93,-1.37,-9.38,9232,Chirkhwa Hydropower Limited ,CKHL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
630.53,630.53,-1.37,-8.77,232,Goodwill Finance Limited,GFCL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
234.75,234.75,-1.36,-3.24,141,Laxmi Sunrise Bank Limited,LSL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
5390.7,5390.7,-1.34,-73.05,156,Bishal Bazar Company Limited,BBC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
530.65,530.65,-1.34,-7.21,186,IGI Prudential insurance Limited,IGI,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
8.91,8.91,-1.33,-0.12,4967,NIC Asia Select Fund 30,NICSF,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1060.1,1060.1,-1.31,-14.1,2878,10.25% Sunrise Bank Debenture 2083,SRBLD83,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
377.04,377.04,-1.31,-5.02,8066,River Falls Power Limited,RFPL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
531.34,531.34,-1.3,-6.99,204,Gurkhas Finance Ltd.,GUFL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1036.5,1036.5,-1.29,-13.5,8044,Everest Bank Limited,EBLD86,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
915.16,915.16,-1.29,-11.99,9242,Sarbottam Cement Limited,SARBTM,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
9.15,9.15,-1.29,-0.12,2937,Sunrise Bluechip Fund,SBCF,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
609.88,609.88,-1.27,-7.82,176,Nepal Insurance Co. Ltd.,NICL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
494.85,494.85,-1.26,-6.33,2767,Himalayan Power Partner Ltd.,HPPL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
602.34,602.34,-1.25,-7.65,9173,City Hotel Limited,CITY,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
472.95,472.95,-1.25,-6.0,9201,Sun Nepal Life Insurance Company Limited,SNLI,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
850.69,850.69,-1.23,-10.56,9212,Mandu Hydropower Limited,MANDU,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1087.61,1087.61,-1.21,-13.35,694,Matribhumi Lagubitta Bittiya Sanstha Limited,MATRI,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
736.42,736.42,-1.2,-8.98,2935,Ru Ru Jalbidhyut Pariyojana Limited,RURU,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
453.14,453.14,-1.2,-5.51,9184,IME Life Insurance Company Limited,ILI,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
734.02,734.02,-1.19,-8.83,706,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
1056.72,1056.72,-1.18,-12.58,8034,Emerging Nepal Limited,ENL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
239.48,239.48,-1.18,-2.86,2903,Liberty Energy Company Limited,LEC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
193.09,193.09,-1.17,-2.28,2792,Upper Tamakoshi Hydropower Ltd,UPPER,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
735.81,735.81,-1.16,-8.6,192,Shikhar Insurance Co. Ltd.,SICL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
456.72,456.72,-1.14,-5.25,8133,Peoples Hydropower Company Limited,PHCL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
784.06,784.06,-1.13,-8.97,187,Nepal Life Insurance Co. Ltd.,NLIC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
591.02,591.02,-1.13,-6.78,471,Multipurpose Finance Company  Limited,MPFL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
327.55,327.55,-1.13,-3.76,397,Agricultural Development Bank Limited,ADBL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
196.32,196.32,-1.12,-2.23,2880,Himal Dolakha Hydropower Company Limited,HDHPC,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
630.54,630.54,-1.11,-7.07,2913,Mountain Energy Nepal Limited,MEN,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
614.2,614.2,-1.09,-6.75,2887,NIC ASIA Laghubitta Bittiya Sanstha Limited,NICLBSL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
9.11,9.11,-1.09,-0.1,2770,Siddhartha Equity Fund,SEF,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
796.11,796.11,-1.08,-8.69,9167,Mai Khola Hydropower Limited,MKHL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
403.25,403.25,-1.07,-4.38,5982,Sanima Reliance Life Insurance Limited,SRLI,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
888.49,888.49,-1.06,-9.48,490,First Micro Finance Laghubitta Bittiya Sanstha Limited,FMDBL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
189.69,189.69,-1.06,-2.04,2907,Shiva Shree Hydropower Ltd,SSHL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
250.61,250.61,-1.05,-2.66,238,NMB Bank Limited,NMB,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
571.5,571.5,-1.04,-6.02,9217,Mathillo Mailun Khola Jalvidhyut Limited,MMKJL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
596.2,596.2,-1.02,-6.17,9225,Vision Lumbini Urja Company Limited ,VLUCL,2025-08-30 12:59:55.024258,2025-08-30,TopLosers
